content,creationTime,nickname,referenceName,content_type
安装的时候没有提前给说加配件的价位，安装工人就装上了，装上过才给说说有配件的价位！说是可以联系京东价格统一的，但是安装的之前没有沟通。挺不愉快的,2018-10-26 08:53:57,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装个热水器，现在什么都是自备，喷头不带就算了，总开关也不带，害得我跑来跑去的买，真麻烦，对于这次购买对美的挺失望的,2018-10-27 06:41:01,h***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
基本的花洒喷头都没有，什么配件都收费，难道行业都是这样了吗？遥控器直接气开裂的，#儿！,2018-10-29 10:42:58,j***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
明明可以装，师傅说要加支架135元，要用他的水管130，几条胶管要多少钱？去***,2018-10-28 19:48:31,大***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
买这个热水器后悔了。对这厂家非常不满。什么配件都没有。如有网友要买。谨慎下单子啊！,2018-10-26 13:36:56,独***角,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器装好后有漏水现象，联系客服售后一周时间过去了还没处理好，办事效率极低，售后实在是不积极,2018-10-28 13:25:08,网***融,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
商品跟描述的一样，客服的态度不怎么样，问她个问题就直接告诉你有事找售后,2018-10-27 11:16:17,j***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
说好有师傅上门安装的，预约两次都没人来，最后直接不接电话，太不负责了,2018-10-24 23:02:54,j***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装下*块大洋，还不如店里买包装好。大家以后可参照按此准备材料,2018-10-28 22:23:52,j***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
速度不是很快 然后买了之后又便宜啦,2018-10-26 22:44:29,小***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
东西不错很方便，就是安装师傅太坑了收了我350安装费,2018-10-28 22:47:33,z***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装师傅把机子挂上就再不管了，电路不合适，都不考虑,2018-10-26 15:01:51,j***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
到货都快一个星期了，还没有人来安装，什么售后啊！,2018-10-26 07:04:11,j***k,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
不能看剩余水量真是一大败笔,2018-10-25 21:32:15,s***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差！,2018-10-27 12:38:26,陈***涵,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
还可以吧，去年买了一个纪念，买了，但是配件不齐全,2018-06-15 20:36:25,T***哪,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
美的的品质，美的的质量，如下图!!我都错觉了!买热水器花*，安装花了快*了，这些都忍了，买的花洒，就用过两次，掉到地上就成下面图片上的样子了！请问这是玻璃做的吗？美的的品质是一次性的吗？很无语，不信赖，小伙伴们还是上实体店买吧！这个不靠谱。,2018-06-16 12:19:26,j***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装人员乱收费，材料故意夸大很多，费用成倍地算，完全没有说拿出收费标准来对，就当消费者是小白，**，买了就相当于买了上当，后悔。 还有就是买热水器居然不配喷头跟混水分，没有很很好的说明，大家都不会太注意的，然后买好了，又少这个少那个，要么就 逼着你去买配件，要么就用**安装人员的东西，乱收费。千万不要买这款产品。先看评价， 全是差评，还不改正。网购了十几年，这次最垃圾了，没有之一。,2018-10-24 19:44:57,z***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
太坑了把，买就*元，你猜猜安装多少钱，安装价格是原价的34%，我无语了，就一个空机器，什么配件都没有，要可以花钱买，这也太坑人了把,2018-06-17 09:36:21,莉***情,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
首先申明以下评论跟商品本身不存在任何关系，京东真的很垃圾，6.1凌晨用的白条12期，结果还款日，没错是没有利息，结果给我来了个服务费说的，我踏马也是醉了。打电话问一次性还款是否可以取消服务费，结果来一句不可以，为什么人家蚂蚁**可以，我踏马也是醉了。上网一搜，好多人吃了我一样的亏，真无语。果断以后不会在京东购物了，大家购物也都小心点。,2018-06-15 17:32:14,w***s,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器没毛病，装机器不要脸，各种费用，这通给你加，说是封顶200，没几个少于200的，我承认都是为了赚钱，但是不能不要脸啊，你要我1250买热水器我都能接受，可单收费，真心无耻。有种上当的感觉。,2018-06-11 14:25:28,g***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
欺诈消费者，没在京东上这么受骗过，看了销量后选择买这个，主页面写的上门安装，并在下单后主动默认送货及上门安装时间，我在不知情的情况下让安装师傅安装后，收取了材料费，本以为买了东西写上门安装就是免费的，也并不知道还需要另外的辅材，如此欺诈消费者做律师的我实在无法忍受，是京东欺骗？还是美的欺骗！,2018-06-07 22:50:32,jd_931069368,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
送货确实很快，这个必须为京东物流点赞！不过送过来就只有一个筒子！其它任何配件都没有，让人无语！本来给家里老人买的，结果让老人家四处买配件安装，安装结束后才告诉老人管子按米收费！总共就*块的热水器，买配件+安装费又花*！坑就一个字啊！上面一星是给京东的！,2018-08-29 20:06:16,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
物品安装好了，质量怎么样后期用才知道，安装过程让人无语，不买安装师傅的配件就说不安装，强买强卖。一个大品牌竟然这样的售后服务简直就是廉价品牌形象，下次不选择美的牌子了。,2018-09-25 11:33:43,唐***余,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
京东购物以来第一个差评,2018-10-24 13:59:22,你***梦,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
非得***单才给礼品，非常讨厌，美的东西很不错，值得购买！但是这种手段不好，东西我不要了，差评,2018-10-26 23:39:00,请***哥,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
收到货，遥控器坏的，联系客服，只给美的售后电话，不上门维修，只寄一个过来，还要我们付运费，收到也是坏的，这样的售后真让人糟心,2018-06-16 11:58:33,j***h,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
产品一般，但是安装的师傅服务不好，而且还乱收费，安装费没标准，就是想收多少是多少，很气愤，差评差评！,2018-10-23 23:13:16,6***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
太坑die了，就一个空桶，什么管、阀、头之类的任何东西都没有，加起来需要接近*元，热水空桶才*。！,2018-06-13 10:38:02,j***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
领个礼品真的是够了，就一个浴巾网址打不开，微信扫二维码然后是一大堆填表，够够的了，有这功夫我去买一个的了。,2018-06-14 18:15:44,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
连冷热水开关都没，花洒没，膨胀钉都得自己买！你们店怎么不卖热得快算了,2018-08-30 12:13:27,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾，所谓的包安装，就是帮我挂墙上？配件也不用帮我装上去？亏我还买了两台,2018-06-06 23:55:39,jd_6147865,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾客服！卖了东西就没有人回话了！天天就是机器人！只管售前！,2018-06-12 22:24:46,j***b,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
居然连淋雨喷头都没有，看评价说有才买的，很失望,2018-06-07 15:51:05,O***J,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
都没有安装就私自给我弄成了安装,2018-06-08 08:27:10,万***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾的不要不要的,2018-08-30 14:26:47,無***极,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
2好5收0费块钱,2018-06-17 14:27:15,j***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
东西还行，扯淡的售后安装，忽悠了几天，然后安装，就这点玩意，收了*的安装费，都是老人家在家，刚刚才知道，我不知道那里来的勇气。热水器*块，安装费收了*，美的的售后安装不过如此，差评，产品也是差评,2018-06-09 19:30:20,晨风28,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差评，绝对@的差评！买了不按规定时间送货，还提前结束单，说已送到，但一直迟迟未送货过来。送过来了，扔下就走人，不安排人过来安装，得自己联系人安装，自己联系了，现在还是没人过来安装，也不给答复什么原因，气到炸了,2018-06-09 14:23:51,j***h,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
已经安完了客服联系不上，说晒图给*元的工具，保价也不返钱，什么客服都是机器人，客服卖完东西就不在回信了，差评差评差评，重要的事情说三遍，什么客服再不回就去投诉你,2018-07-27 12:29:54,好***更,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装太慢了，约了几次都没来,2018-10-15 12:23:37,m***星,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
最差的一次售后服务，安装师傅鬼迷日眼的，换了两次都搞不定，说老小区怎么了水管不好接，电线不好接，就是技术差嘛，我在外面找水电工安装好好的，从此以后家用电器不再选择美的。,2018-10-15 11:46:25,j***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
京东，越来越差,2018-10-11 12:22:14,j***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
美的公司用商品配件绑架客户，说白了就是安装外包了必须要再挣一笔，必须按照他们要求，否则机器他们送到后碰都不碰。我要真按你们的我整个卫生间还不如直接装修了呢，最后一次接触美的，再也不会用他家产品,2018-10-10 12:17:29,j***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
刚装上：烧水时有响声，用两天再追评！十一买的机器九号就降价了感叹呀！,2018-10-10 10:32:17,笨***了,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
感觉美的很垃圾了现在,2018-10-09 23:22:45,哈***会,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
购买后，立刻降价，差评！,2018-10-09 17:53:36,w***u,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装服务太差，打了几通电话居然说没找到我们店?真没心。,2018-10-09 13:56:52,j***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
此用户未填写评价内容,2018-10-08 19:04:22,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
送货的只送到电梯门口 然后说不沉叫我自己抬回去，以前买家电其他东西都是送到门口的 这服务不满意,2018-10-08 12:42:02,s***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
有点难度就不想装了,2018-10-07 17:23:21,葛***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
这个不满意，就一个机身，其他都需要单独购买，客服没有提前说，最差的一次购物体验,2018-10-07 12:31:10,c***t,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
好垃圾的售后，2号到的，打电话售后备案更换地址，到7号没有人联系安装，刚刚收到电话，说忘记有单派来,2018-10-07 11:21:04,j***f,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
对京东那么相信，既然出现这样的问题！发错货了！价格高的，发个便宜的给我?,2018-10-06 19:08:43,w***j,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
什么配件都没有，安装师傅带的配件是市场价的六倍，说是免费安装，这是变相收费好嘛?,2018-10-06 08:33:17,j***w,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一般，耗电量大,2018-10-05 20:53:26,李***容,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一颗星不想给，跟安装人员联系了两天，来得又很晚，半天找不到路，由于他自己没有带齐东西，恰好我又自备了材料，他却各种理由不安装，是不是嫌弃钱给的得不够，不安装要你来做什么，到底是什么服务态度？？？,2018-10-05 19:40:15,m***g,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一次不愉快的购物，其它用户购买时看清楚点，安装费用是会超过200的。不是200封顶,2018-10-05 18:26:48,春***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
售后服务有对消费者不负责任，对消费者有所隐瞒，安装的收费方式以变相收费，以配件价格作为主导，售后人员说每位客户安装费大概*元，以漏电为由，让顾客产生恐惧购买安装配件，电话回访时，我问售后，为什么明管不装不锈管，装塑料管，她说为了防止漏电，那么暗管为什么可以装，她说不出原因，还在继续问安装人员收多少钱，连她自己都不知道，没有记录监管收费，不是多少钱问题，是自己寻找知情权没法得到回答，避开答案，服务员语气令人发怒，希望美的公司能解决这些问题,2018-10-05 18:12:45,j***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
刚装好自己装的，不知道怎么样，买回来几天就降价了,2018-10-05 16:12:31,听***掰,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
东西不错，加热很快，扣四颗星是因为安装人员需整顿肃风，来了说不符合安装规范，哪不符合说不清楚，但却又说给*块钱可以帮安装，那这究竟是符合安装要求还是不符合?多给点钱就符合安装规范了?无语，最后自己找别人安装了。有这种素质的安装人员真是给美的丢脸到家了。,2018-10-05 13:51:59,就***阿,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
第一次遇到这种情况，配件不给带齐,2018-10-05 13:35:47,F***Y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
如今的热水器，连喷头都没有，装个热水器没喷头，不提前说没有喷头，光跑腿了，买个热水器不多贵，时间全@不说，后期安装不是说两百够了，全是@的，我花了333，就这样推销的东西还没用，现在商家哎，不让人信任,2018-10-05 13:33:19,j***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
太垃圾了。  安装人员说压力太大了所以一直漏水。,2018-10-04 22:58:37,j***a,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
售后收了我叁佰伍拾圆整，成也售后败也售后！！！,2018-10-04 19:12:40,j***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器1000，上门安装280+95，特别@，千万不要买,2018-10-04 15:28:41,刘***a,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
零件不齐，没有及时售后解决,2018-10-04 11:40:17,韦***姚,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
买美的需要慎重，特别糟糕的体验，买这个热水器家里老人家吵了三次，一次是送货过来不给开箱不给看，什么道理？还不给看？说好27安装的，然后推到28，推迟可以理解，但是不给我开箱什么道理，商量一下装哪里看看多大都不行，呸。第二，投诉了安装人员，还***特别拽，客服也是，叫回访还打的收获号码，我有留号码给你的，你打给家里有什么用？态度还差，我被骂了，第三次，装好了，回家看看装得特别差，有图可以看，两边都不平衡，是不是专业的？然后说说又吵起来，说你懂个屁，啊呸，美的。空调是美的的，电磁炉是美的的，电饭煲是美的的，吸尘器是美的现在弄成这样，委屈我没关系，家里都要吵起来了，客服，安装，送货没有一个环节做好的，能不能好好说话的。,2018-10-04 09:48:06,消***装,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
千万别买京东的售后服务，太差了。太坑了。,2018-10-04 09:32:32,陶***秋,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一定要差评，没有说明只是只有热水器机子一台，里面一样配件也没有（花晒，冷热水阀，等配件）！还有来人上门装一个冷热水阀就*元一个，事后上网一查，一样的才*元还包邮！?一个最差的花晒就收*元（我没要）！反正我就1米多胶管加冷热水阀加胶弯头，再加1个铜三通（4分的）一共*块钱！来人了不要就装不了！要就配件比市面是天价！我句句实话！,2018-10-03 16:36:55,j***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
购物体验极差,2018-10-02 18:26:30,红***山,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
买了一星期便宜*块钱。,2018-10-01 22:08:24,李***拽,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
必须差评，头一天买，第二天就降了*，看来美的电器的水份很多，建议大家慎重下单！,2018-10-01 17:43:06,h***z,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
东西不好，安装花了*元，那花洒没胶几天就烂了,2018-10-01 13:59:07,j***g,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
到货一星期没电话来人按装 服务太差了,2018-09-23 19:13:11,b***山,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
什么垃圾物流，给在老家的爸妈买个热水器，结果送货送到半路，打电话让我家人去自取，这离订单送货地址还有斤20公里，什么鬼物流，垃圾，真心想退货，让物流的到家里取货去,2018-09-23 07:40:40,B***鞋,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
"为什么该配的花洒没给我配
安装费又贵，买个热水器1000安装费要我两百",2018-09-22 13:03:46,j***子,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
便宜没好货，看看华帝售后！相比较让人痛心！,2018-09-22 00:50:02,jd_189921mrw,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
就安装水管接头，打了两个洞，收了我*块大洋，不值，混水开关是我自己装的，要他多打两个洞都不愿意，现在洒水开关未装，本来安装热水器接头*块钱能搞定，美的安装人员就是坑我们！,2018-09-21 21:39:53,y***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
师傅正在安装！非常不满意的一次购物！！！明明安装必须要用到支架，产品却不说明！！有误导购买售后支架的嫌疑！！售后安装的限价原则，竟然把必须品排除在外！！相当不合理！！！安装收费超出预期太多！！！！,2018-09-21 14:38:39,3***娟,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
没有遥控器,2018-09-21 13:08:45,DuSqWYVusnep,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
被客服忽悠了，功能缺失，安装人员安装的开关键无效，安装用了四个短管费用200，安装费不低,2018-09-20 12:00:43,百***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一星都不想给 垃圾 连最基本的花洒都不配备 什么都要自己花钱买 网购那么多次 最不开心的一次 不建议购买,2018-09-20 09:36:05,j***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
产品送货都非常好，但安装人员自始至终都没有打电话联系，系统居然显示安装完成,2018-09-20 07:16:14,d***g,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差评，都没有安装就收到已经安装好了，什么意思,2018-09-19 22:23:21,小***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一个星也不想给，快递还行，装的东西给我要190，漫天要价，真是醉了，东西没用，家里我爸管的，不然就不让装了，窝心的一次购物。,2018-09-19 17:46:15,j***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
售后服务超级差，安装师傅态度极差。让人购买美的产品非常不放心！,2018-09-19 16:19:06,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
真**黑，说的免费安装，材料费要300多，以直信赖的京东太让人失望了,2018-09-18 14:57:35,j***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装费花了*，又给安装了一个混水阀*，混水阀的价格*不到，乱收费太严重建议不要再买美的,2018-09-18 11:55:02,j***l,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
居然不带淋浴头控制配件，配上很次的配件。然后又收了150。,2018-09-18 05:49:53,j***祥,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
减配了花洒  也没有提示 购买体验很差,2018-06-28 11:21:34,j***d,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
到现在还没有收到货，物流信息显示已签收，不知道怎么做服务的？？？？,2018-06-21 18:55:51,飞***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
做为一直信赖京东的老用户实在不想给差评、热水器买回后泄压阀就漏水、联系京东跟美的都不承认是产品问题、美的售后换了4次泄压阀后终于承认是产品问题、同意换货但是要京东同意、期间一直给京东打电话说抱歉、给你处理却一直不给换、我作为消费者最简单的诉求就是买回来的产品可以使用都不能满足、拖了快半个月、打了很多电话也不解决、京东承诺30天因产品质量问题退货、180天因产品质量问题换货难道是欺骗消费者吗？还是店大欺客？？？就是这样对待忠诚度这么高的用户的吗？,2018-06-19 20:29:32,無***笓,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
用了一个多月才来评价。此款热水器建议不要购买，50升的热水一个人洗澡用小喷头10分钟左右温度就从75度下降到45度，完全满足不了一个人的洗澡需求，而且加热舒服特别特别特别慢，瓦数是1500瓦的，而热水器上面写的是2100瓦，有点欺诈的嫌疑。个人建议不要买。我已经准备把这个卖了重新换一个。,2018-06-19 08:54:23,陈***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
虽说免费安装，但额外收费项目太多，好几百。,2018-06-18 22:55:24,j***c,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
你们京东太骗人了，以后请大家不要在买了，变相收费，说好了带热水头，结果发来一个热水器，什么也没带，又安装老师，*，全是骗人里，在五金店里买才*元钱，结果又收*。,2018-06-18 12:50:16,Q***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差差差，没人给安装，没有浴霸，就一个桶桶，气死了,2018-06-18 10:49:43,j***M,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差评，写的和收到的并不相符,2018-06-08 16:14:31,j***c,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
这就是京东售后服务！收费*元，安装完，我一进屋下了我一跳！好像一个垃圾场！工人就甩甩腿走了，家里卫生都打扫过了，整的马桶上透视水泥灰！，最不满意的一次！,2018-06-05 18:43:27,j***v,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装收费380安装安200算，热水器架子收*，吊顶豁口手工费*元，热水器*买的安装花了快*元。大家购买是一定小心。,2018-06-04 13:53:47,1***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差评，十分差评，欺骗消费者，售后乱收费，安装一半就要走乱收费,2018-06-01 17:17:05,j***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器很一般  加热慢   而且电源线上都没有开关保护,2018-05-31 22:39:28,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装完就是这个效果，很不满意，该换的没有换，谁家新买的东西安装完就是这种效果，露螺丝，没有堵头，不会再在网上买东西了，，，很生气，不能用言语说什么了,2018-05-28 18:25:17,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
第一次差评，不吹不黑，热水器到了，挺好，遥控器没有，说是补寄，我在大连寄到了河北，还签收了，说后续售后会联系我，还在等&hellip;&hellip;,2018-05-28 11:38:41,T***h,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
