content_type,index_content,nature,word,index_word
pos,248,i,挺不错,6
pos,248,m,点,7
pos,248,v,赞,8
pos,249,l,物美价廉,0
pos,249,v,配送,1
pos,249,n,速度,2
pos,249,v,安装,3
pos,249,nr,师傅,4
pos,249,n,细心,5
pos,249,v,值得,6
pos,249,n,信赖,7
pos,252,v,安装,0
pos,252,nr,师傅,1
pos,252,n,力,2
pos,252,ns,东西,3
pos,252,d,很好,4
pos,252,n,品牌,5
pos,252,v,值得,6
pos,252,n,信赖,7
pos,254,n,物流,0
pos,254,nr,师傅,1
pos,254,v,送货,2
pos,254,l,又快又好,3
pos,254,v,家住,4
pos,254,n,院子,5
pos,254,f,里,6
pos,254,v,不太好,7
pos,254,v,找,8
pos,254,v,送货,9
pos,254,nr,师傅,10
pos,254,d,约,11
pos,254,v,好找,12
pos,254,n,地方,13
pos,254,nr,师傅,14
pos,254,a,惊讶,15
pos,254,v,想,16
pos,254,v,安排,17
pos,254,v,接,18
pos,254,v,找到,19
pos,254,n,灰,20
pos,254,a,惊讶,21
pos,254,nr,师傅,22
pos,254,a,幽默,23
pos,254,v,赞,24
pos,254,v,送货,25
pos,254,nr,师傅,26
pos,254,v,看着,27
pos,254,a,不错,28
pos,254,vn,遥控,29
pos,254,ng,板,30
pos,254,v,预约,31
pos,254,v,试,32
pos,254,t,过后,33
pos,254,n,评价,34
pos,255,n,品牌,0
pos,255,v,值得,1
pos,255,n,信赖,2
pos,255,v,烧,3
pos,255,n,热水,4
pos,255,n,速度,5
pos,255,d,很快,6
pos,255,n,总体,7
pos,255,v,满意,8
pos,257,v,安装,0
pos,257,nr,师傅,1
pos,257,n,专业,2
pos,257,n,效率高,3
pos,257,v,值得,4
pos,257,v,购买,5
pos,266,a,不错,0
pos,266,n,品牌,1
pos,266,v,值得,2
pos,266,n,信赖,3
pos,267,n,商品,0
pos,267,v,看重,1
pos,267,vn,服务,2
pos,267,v,支持,3
pos,273,ns,东西,0
pos,273,m,号,1
pos,273,t,早上,2
pos,273,v,拍下,3
pos,273,m,号,4
pos,273,l,送货到,5
pos,273,q,家,6
pos,273,m,点,7
pos,273,n,插曲,8
pos,273,n,总体,9
pos,273,a,不错,10
pos,273,n,物流,11
pos,273,d,很快,12
pos,273,v,安装,13
pos,273,nr,师傅,14
pos,273,n,服务态度,15
pos,273,d,特别,16
pos,273,v,安完,17
pos,273,v,试好,18
pos,273,an,卫生,19
pos,273,v,收拾,20
pos,273,v,走,21
pos,273,n,总体,22
pos,273,m,五分,23
pos,273,v,好评,24
pos,277,i,尽寸比,0
pos,277,n,想象,1
pos,277,d,稍,2
pos,277,m,一点,3
pos,277,v,还行,4
pos,283,v,加热,0
pos,283,n,速度,1
pos,283,d,很快,2
pos,283,a,不错,3
pos,293,a,不错,0
pos,293,a,高大,1
pos,293,a,快捷,2
pos,293,v,安装,3
pos,293,nr,师傅,4
pos,293,v,打完,5
pos,293,n,孔装,6
pos,293,n,细心,7
pos,293,v,帮,8
pos,293,n,用水,9
pos,293,a,干净,10
pos,293,n,卫生间,11
pos,293,n,信赖,12
pos,293,n,牌子,13
pos,293,s,家里,14
pos,293,n,电器,15
pos,293,n,牌子,16
pos,293,v,推荐,17
pos,296,v,收到,0
pos,296,n,货后,1
pos,296,v,满意,2
pos,296,n,质量,3
pos,296,a,不错,4
pos,297,v,安装,0
pos,297,vn,服务,1
pos,297,n,产品,2
pos,297,v,赞,3
pos,300,v,升,0
pos,300,n,小巧,1
pos,300,n,外观,2
pos,300,a,漂亮,3
pos,300,n,水,4
pos,300,d,很快,5
pos,307,v,送货,0
pos,307,v,支持,1
pos,307,m,多年,2
pos,307,v,失望,3
pos,307,vn,服务,4
pos,307,v,到位,5
pos,307,n,价格,6
pos,307,vn,实惠,7
pos,307,n,关键,8
pos,307,v,送货,9
pos,307,v,超快,10
pos,307,l,有时候,11
pos,307,v,解决,12
pos,307,v,赞赞,13
pos,307,v,赞,14
pos,313,v,满意,0
pos,313,m,款,1
pos,313,v,够用,2
pos,313,b,整机,3
pos,313,v,保修,4
pos,313,m,年,5
pos,313,a,良心,6
pos,313,v,满意,7
pos,313,v,安装,8
pos,313,nr,师傅,9
pos,313,v,赞,10
pos,315,v,加热,0
pos,315,d,很快,1
pos,315,n,水量,2
pos,316,m,第一次,0
pos,316,v,购买,1
pos,316,m,半个,2
pos,316,m,月,3
pos,316,n,感觉,4
pos,316,a,不错,5
pos,316,d,特别,6
pos,316,n,阴天,7
pos,316,v,下雨,8
pos,316,n,太阳能,9
pos,316,n,水,10
pos,316,a,热,11
pos,316,d,不好,12
pos,316,v,洗澡,13
pos,316,v,值得,14
pos,316,n,信赖,15
pos,317,v,配送,0
pos,317,v,送货,1
pos,317,nr,师傅,2
pos,317,n,小心,3
pos,317,n,电视,4
pos,317,v,送到,5
pos,317,q,家,6
pos,317,v,嘱咐,7
pos,317,v,拆掉,8
pos,317,v,包装,9
pos,317,vn,检查,10
pos,317,n,电视机,11
pos,317,n,外观,12
pos,317,a,完好,13
pos,317,v,签收,14
pos,317,l,没想到,15
pos,317,n,国产,16
pos,317,n,电视,17
pos,317,n,一流,18
pos,317,vn,设计,19
pos,317,v,感强,20
pos,317,v,做工,21
pos,317,a,精良,22
pos,317,n,遥控器,23
pos,317,n,手感,24
pos,317,v,连接,25
pos,317,a,流畅,26
pos,317,n,视频,27
pos,317,vn,影响,28
pos,317,n,效果,29
pos,317,zg,棒,30
pos,317,n,细节,31
pos,317,a,完美,32
pos,317,v,值得,33
pos,317,v,拥有,34
pos,317,v,感谢,35
pos,318,n,热水,0
pos,318,ng,机,1
pos,318,v,看着,2
pos,318,b,上档次,3
pos,318,n,外观,4
pos,318,a,漂亮,5
pos,318,v,送货,6
pos,318,v,安装,7
pos,318,n,人员,8
pos,318,m,第一天,9
pos,318,v,预约,10
pos,318,m,第二天,11
pos,318,t,早上,12
pos,318,v,安装,13
pos,318,n,感觉,14
pos,318,v,划算,15
pos,318,n,总体,16
pos,318,v,满意,17
pos,321,v,喜欢,0
pos,321,n,商品,1
pos,321,v,送货,2
pos,321,ns,东西,3
pos,321,a,便宜,4
pos,321,s,家里,5
pos,321,z,大大小小,6
pos,321,n,商品,7
pos,321,f,周边,8
pos,321,n,朋友,9
pos,321,v,帮买,10
pos,321,ns,东西,11
pos,321,v,加油,12
pos,323,n,厂家,0
pos,323,v,配,1
pos,323,n,混,2
pos,323,n,水阀,3
pos,323,v,安装,4
pos,323,n,人员,5
pos,323,n,建议,6
pos,323,v,换,7
pos,323,v,带来,8
pos,323,n,混,9
pos,323,n,水阀,10
pos,323,m,一条,11
pos,323,n,进水管,12
pos,323,m,米,13
pos,323,n,共元,14
pos,323,v,还好,15
pos,330,n,烧水,0
pos,330,d,很快,1
pos,330,n,外观,2
pos,330,n,很漂亮,3
pos,330,v,安装,4
pos,330,v,花,5
pos,330,v,安装,6
pos,330,q,员,7
pos,330,n,服务态度,8
pos,330,n,细心,9
pos,330,nr,花洒,10
pos,330,v,位置,11
pos,330,m,第一次,12
pos,330,v,装,13
pos,330,v,歪,14
pos,330,n,重装,15
pos,330,v,歪,16
pos,330,n,处女座,17
pos,333,n,物流,0
pos,333,n,力,1
pos,333,t,当天,2
pos,333,n,下单,3
pos,333,m,第二天,4
pos,333,v,送到,5
pos,333,m,家,6
pos,333,v,预约,7
pos,333,v,安装,8
pos,333,nr,师傅,9
pos,333,v,装,10
pos,333,j,一共,11
pos,333,v,收取,12
pos,333,q,块,13
pos,333,n,材料费,14
pos,333,n,总体,15
pos,333,v,算,16
pos,333,v,满意,17
pos,333,l,一段时间,18
pos,333,v,追平,19
pos,334,n,品牌,0
pos,334,v,值得,1
pos,334,n,信赖,2
pos,334,vn,实惠,3
pos,334,n,价格,4
pos,334,a,便宜,5
pos,334,v,没用,6
pos,334,v,看着,7
pos,334,a,不错,8
pos,334,d,反正,9
pos,334,n,家人,10
pos,334,v,喜欢,11
pos,334,v,满意,12
pos,340,v,快递,0
pos,340,n,速度,1
pos,340,n,商家,2
pos,340,n,服务态度,3
pos,340,n,价格,4
pos,340,n,经济,5
pos,340,vn,实惠,6
pos,340,n,质量,7
pos,340,a,不错,8
pos,340,j,家电,9
pos,340,v,购买,10
pos,340,v,感谢,11
pos,341,v,满意,0
pos,341,d,特别,1
pos,341,v,安装,2
pos,341,nr,师傅,3
pos,341,v,安装,4
pos,341,ad,顺便,5
pos,341,an,卫生,6
pos,341,v,打扫,7
pos,341,v,教,8
pos,341,l,售后服务,9
pos,341,v,做,10
pos,341,a,挺好,11
pos,341,v,分,12
pos,342,n,物流,0
pos,342,d,很快,1
pos,342,t,上午,2
pos,342,n,下单,3
pos,342,t,下午,4
pos,342,v,送货,5
pos,342,v,到货,6
pos,342,v,安装,7
pos,342,v,安装,8
pos,342,nr,师傅,9
pos,342,n,力,10
pos,342,n,服务态度,11
pos,342,d,真的,12
pos,342,v,赞,13
pos,342,v,插,14
pos,342,n,电,15
pos,343,n,回家,0
pos,343,n,爸妈,1
pos,343,n,实物,2
pos,343,n,老爸,3
pos,343,a,挺好用,4
pos,343,n,发货,5
pos,343,d,很快,6
pos,346,v,送货,0
pos,346,n,速度,1
pos,346,d,很快,2
pos,346,m,第二天,3
pos,346,v,到货,4
pos,346,v,预约,5
pos,346,v,安装,6
pos,346,nr,师傅,7
pos,346,m,第二天,8
pos,346,nr,师傅,9
pos,346,v,提前,10
pos,346,n,电话,11
pos,346,v,预约,12
pos,346,n,时间,13
pos,346,nr,师傅,14
pos,346,n,服务态度,15
pos,346,v,安装,16
pos,346,n,专业,17
pos,346,v,进门,18
pos,346,n,鞋套,19
pos,346,n,工具箱,20
pos,346,v,垫,21
pos,346,ns,东西,22
pos,346,v,安装,23
pos,346,v,结束,24
pos,346,v,告诉,25
pos,346,a,耐心,26
pos,346,n,热情,27
pos,346,n,箱子,28
pos,346,v,收拾,29
pos,346,n,售后,30
pos,346,v,安装,31
pos,346,nr,师傅,32
pos,346,v,满意,33
pos,346,v,值得,34
pos,346,n,信赖,35
pos,348,v,满意,0
pos,348,n,购物,1
pos,348,nrt,家里人,2
pos,348,v,喜欢,3
pos,348,v,送,4
pos,348,v,喷头,5
pos,348,n,水压,6
pos,348,vn,冲洗,7
pos,348,a,爽快,8
pos,348,v,安装,9
pos,348,n,费用,10
pos,348,n,块钱,11
pos,351,v,安装,0
pos,351,a,成功,1
pos,351,v,还好,2
pos,351,n,客服,3
pos,351,a,不错,4
pos,351,v,寄来,5
pos,351,n,遥控器,6
pos,351,n,电池,7
pos,351,n,电,8
pos,351,n,客服,9
pos,351,v,补发,10
pos,351,d,一块儿,11
pos,351,v,赞,12
pos,355,v,没用,0
pos,355,v,安装,1
pos,355,n,感觉,2
pos,355,v,还行,3
pos,357,v,值得,0
pos,357,n,信赖,1
pos,357,v,送货,2
pos,357,v,看着,3
pos,357,n,质量,4
pos,357,l,售后服务,5
pos,357,a,很棒,6
pos,357,v,打算,7
pos,357,j,家电,8
pos,357,n,家具,9
pos,359,n,材料,0
pos,359,v,安装,1
pos,359,n,管子,2
pos,359,v,歪,3
pos,359,v,没用,4
pos,359,v,配,5
pos,359,v,花,6
pos,359,v,洒,7
pos,359,n,洗澡间,8
pos,359,t,明天,9
pos,359,v,安装,10
pos,359,a,完美,11
pos,360,m,几次,0
pos,360,n,评价,1
pos,360,n,产品,2
pos,360,v,满意,3
pos,360,v,加热,4
pos,360,n,保温,5
pos,360,n,时间,6
pos,360,a,长,7
pos,360,n,售后,8
pos,360,v,安装,9
pos,360,vn,服务,10
pos,360,d,特别,11
pos,360,t,下次,12
pos,360,v,选择,13
pos,361,n,物流,0
pos,361,l,不用说,1
pos,361,n,力,2
pos,361,ns,美得大,3
pos,361,n,牌子,4
pos,361,v,装修,5
pos,361,nr,师傅,6
pos,361,v,来回,7
pos,361,v,跑,8
pos,361,q,趟,9
pos,361,v,感激,10
pos,361,nr,师傅,11
pos,361,v,赞,12
pos,362,v,装,0
pos,362,v,满意,1
pos,362,v,安装,2
pos,362,nr,师傅,3
pos,362,vn,服务,4
pos,362,d,特别,5
pos,362,v,满意,6
pos,362,n,购物,7
pos,363,r,我家,0
pos,363,n,奶奶家,1
pos,363,v,支持,2
pos,363,n,国货,3
pos,363,v,喜欢,4
pos,363,ns,东西,5
pos,365,v,收到,0
pos,365,v,安装,1
pos,365,a,便宜,2
pos,365,vn,服务,3
pos,365,v,满意,4
pos,369,v,还好,0
pos,369,n,安装工,1
pos,369,v,实在,2
pos,369,n,力,3
pos,369,l,自来水管,4
pos,369,q,米,5
pos,369,n,材料,6
pos,369,n,电是,7
pos,369,m,一米,8
pos,369,n,距离,9
pos,369,v,接,10
pos,369,n,个线,11
pos,369,n,插座,12
pos,369,n,安装工,13
pos,369,l,无能为力,14
pos,369,v,弄,15
pos,369,v,挂,16
pos,369,m,两百块,17
pos,369,l,混饭吃,18
pos,369,n,安装工,19
pos,371,r,这款,0
pos,371,v,预想,1
pos,371,v,安装,2
pos,371,nr,师傅,3
pos,371,a,辛苦,4
pos,371,t,早上,5
pos,371,v,不到,6
pos,371,m,点,7
pos,371,nz,五星,8
pos,371,v,好评,9
pos,374,n,质量,0
pos,374,l,没得说,1
pos,374,v,配送,2
pos,374,zg,员,3
pos,374,n,服务态度,4
pos,374,n,品牌,5
pos,374,n,信赖,6
pos,376,n,品牌,0
pos,376,n,商品,1
pos,376,v,看着,2
pos,376,n,外观,3
pos,376,a,不错,4
pos,376,v,试,5
pos,376,n,烧水,6
pos,376,d,很快,7
pos,376,vn,遥控,8
pos,376,v,实用,9
pos,376,v,希望,10
pos,376,m,几年,11
pos,378,v,送货,0
pos,378,v,安装,1
pos,378,n,态度,2
pos,378,n,速度,3
pos,378,n,热水,4
pos,378,v,好评,5
pos,379,a,不错,0
pos,379,v,装,1
pos,379,a,不错,2
pos,379,n,专业,3
pos,379,v,不服,4
pos,379,v,装,5
pos,379,d,很快,6
pos,379,n,名牌,7
pos,379,n,名牌,8
pos,380,n,功能,0
pos,380,v,还好,1
pos,380,n,热水,2
pos,380,d,很快,3
pos,380,n,品牌,4
pos,380,n,容量,5
pos,380,a,很大,6
pos,384,m,很多年,0
pos,384,ns,东西,1
pos,384,n,电,2
pos,384,n,电器,3
pos,384,n,米面,4
pos,384,n,粮油,5
pos,384,vn,生活,6
pos,384,n,日用,7
pos,384,r,每次,8
pos,384,v,满意,9
pos,384,n,价格,10
pos,384,n,优,11
pos,384,v,送货,12
pos,384,v,俨然,13
pos,384,a,固定,14
pos,384,v,选择,15
pos,384,v,首选,16
pos,384,v,后悔,17
pos,386,n,外观,0
pos,386,n,很漂亮,1
pos,386,n,品牌,2
pos,386,n,评价,3
pos,386,v,安装,4
pos,386,nr,师傅,5
pos,386,n,速度,6
pos,386,d,很快,7
pos,386,n,专业,8
pos,387,v,搬,0
pos,387,a,新,1
pos,387,q,家,2
pos,387,s,家里,3
pos,387,m,家,4
pos,387,n,电器,5
pos,387,v,选到,6
pos,387,v,满意,7
pos,387,n,价格,8
pos,387,vn,实惠,9
pos,387,n,质量,10
pos,387,v,保障,11
pos,387,s,家里,12
pos,387,d,特别,13
pos,387,v,满意,14
pos,387,n,铁杆,15
pos,387,n,粉丝,16
pos,387,ns,东西,17
pos,387,p,对了,18
pos,388,v,配送,0
pos,388,n,速度,1
pos,388,n,效率高,2
pos,388,n,品牌,3
pos,388,n,商品,4
pos,388,v,值得,5
pos,388,n,信赖,6
pos,388,v,支持,7
pos,388,n,正品,8
pos,392,m,两个,0
pos,392,n,物流,1
pos,392,v,挺快,2
pos,392,nz,隔天,3
pos,392,n,售后,4
pos,392,v,安装,5
pos,392,a,不错,6
pos,392,v,赞,7
pos,393,n,物流,0
pos,393,v,安装,1
pos,393,nr,师傅,2
pos,393,n,专业,3
pos,393,v,送货,4
pos,393,nr,师傅,5
pos,393,v,满意,6
pos,394,v,送货,0
pos,394,d,很快,1
pos,394,v,准时,2
pos,394,a,不错,3
pos,394,v,划算,4
pos,394,v,安装,5
pos,394,nr,师傅,6
pos,394,n,整体,7
pos,394,n,体验,8
pos,394,a,不错,9
pos,395,n,品牌,0
pos,395,v,值得,1
pos,395,n,信赖,2
pos,395,n,服务态度,3
pos,395,n,实体店,4
pos,395,a,便宜,5
pos,395,a,不错,6
pos,395,v,满意,7
pos,396,n,信赖,0
pos,396,n,品牌,1
pos,396,v,安装,2
pos,396,nr,师傅,3
pos,396,n,服务态度,4
pos,396,n,插座,5
pos,396,vn,试用,6
pos,396,v,等用,7
pos,396,v,补,8
pos,396,n,评价,9
pos,397,a,不错,0
pos,397,v,安装,1
pos,397,n,费用,2
pos,397,n,感觉,3
pos,397,v,加热,4
pos,397,n,速度,5
pos,397,d,很快,6
pos,400,m,第一次,0
pos,400,n,购物,1
pos,400,n,下单,2
pos,400,v,送货,3
pos,400,n,入户,4
pos,400,v,安装,5
pos,400,v,满意,6
pos,400,v,希望,7
pos,400,d,越来越,8
pos,404,j,家电,0
pos,404,n,省心,1
pos,404,v,送货,2
pos,404,v,安装,3
pos,404,vn,服务,4
pos,404,v,周到,5
pos,404,n,力给力,6
pos,404,n,力给力,7
pos,404,n,力给力,8
pos,404,n,力给力,9
pos,404,n,力给力,10
pos,404,n,力给力,11
pos,404,n,力给力,12
pos,404,n,力给力,13
pos,404,n,力给力,14
pos,404,n,力,15
pos,409,a,不错,0
pos,409,m,一分,1
pos,409,n,价钱,2
pos,409,n,一分货,3
pos,409,m,一点,4
pos,409,v,没错,5
pos,409,n,老婆,6
pos,409,v,喜欢,7
pos,409,v,喜欢,8
pos,411,ns,东西,0
pos,411,v,收到,1
pos,411,v,查看,2
pos,411,v,发现,3
pos,411,n,图片,4
pos,411,v,描述,5
pos,411,b,超级,6
pos,411,v,喜欢,7
pos,411,n,卖家,8
pos,411,n,发货,9
pos,411,n,速度,10
pos,411,d,很快,11
pos,411,vn,服务,12
pos,411,v,到位,13
pos,411,n,老板,14
pos,411,m,点,15
pos,411,v,赞,16
pos,411,t,下次,17
pos,411,v,购买,18
pos,411,m,.........,19
pos,413,vn,活动,0
pos,413,a,不错,1
pos,413,l,物美价廉,2
pos,413,a,不错,3
pos,415,d,很好,0
pos,415,n,品牌,1
pos,415,ad,确实,2
pos,415,a,不错,3
pos,415,nrt,家里人,4
pos,415,v,喜欢,5
pos,417,n,想象,0
pos,417,f,中,1
pos,417,n,品牌,2
pos,417,v,值得,3
pos,417,n,信赖,4
pos,418,v,收到,0
pos,418,n,信赖,1
pos,418,n,品牌,2
pos,418,a,不错,3
pos,420,n,外观,0
pos,420,a,漂亮,1
pos,420,v,加热,2
pos,420,n,速度,3
pos,420,n,物流,4
pos,420,n,速度,5
pos,420,v,挺快,6
pos,420,v,安装,7
pos,420,nr,师傅,8
pos,420,vn,工作,9
pos,421,ns,东西,0
pos,421,zg,棒,1
pos,421,n,信赖,2
pos,421,n,品牌,3
pos,421,v,安装,4
pos,421,nr,师傅,5
pos,421,t,年纪,6
pos,421,n,专业,7
pos,421,v,结束,8
pos,421,v,帮忙,9
pos,421,a,高,10
pos,421,an,卫生,11
pos,421,v,赞,12
pos,422,n,商品价格,0
pos,422,vn,实惠,1
pos,422,n,质量,2
pos,422,a,过硬,3
pos,422,v,喜欢,4
pos,422,n,购物,5
pos,422,v,支持,6
pos,425,ns,东西,0
pos,425,v,收到,1
pos,425,v,送货,2
pos,425,n,速度,3
pos,425,v,挺快,4
pos,425,a,漂亮,5
pos,425,v,好评,6
pos,429,v,安装,0
pos,429,nr,师傅,1
pos,429,vn,服务,2
pos,429,d,很快,3
pos,429,v,安完,4
pos,429,t,晚上,5
pos,429,vn,试试,6
pos,430,n,发货,0
pos,430,d,很快,1
pos,430,v,装修,2
pos,430,nr,师傅,3
pos,430,t,当天,4
pos,430,ns,上门,5
pos,430,v,安装,6
pos,430,n,速度,7
pos,430,d,很快,8
pos,430,vn,服务,9
pos,431,n,品牌,0
pos,431,n,价格,1
pos,431,a,不错,2
pos,431,v,安装,3
pos,431,nr,师傅,4
pos,431,n,态度,5
pos,431,v,满意,6
pos,432,a,不错,0
pos,432,v,快递,1
pos,432,nr,师傅,2
pos,432,n,态度,3
pos,432,v,安装,4
pos,432,nr,师傅,5
pos,432,n,收费,6
pos,432,v,满意,7
pos,436,n,质量,0
pos,436,v,描述,1
pos,436,i,完全一致,2
pos,436,v,满意,3
pos,436,d,真的,4
pos,436,v,喜欢,5
pos,436,v,超出,6
pos,436,n,期望值,7
pos,436,n,发货,8
pos,436,n,速度,9
pos,436,v,包装,10
pos,436,ad,仔细,11
pos,436,ad,严实,12
pos,436,v,送货,13
pos,436,n,人员,14
pos,436,n,服务态度,15
pos,436,v,运送,16
pos,436,n,速度,17
pos,436,d,很快,18
pos,436,v,满意,19
pos,436,n,购物,20
pos,443,v,安装,0
pos,443,nr,师傅,1
pos,443,m,点,2
pos,443,v,赞,3
pos,443,n,活儿,4
pos,443,a,很细,5
pos,443,v,实在,6
pos,444,n,物流,0
pos,444,n,速度,1
pos,444,d,很快,2
pos,444,v,送货,3
pos,444,nr,师傅,4
pos,444,n,态度,5
pos,444,a,不错,6
pos,444,ns,东西,7
pos,444,a,不错,8
pos,444,n,效果,9
pos,446,n,外观,0
pos,446,nz,美观,1
pos,446,n,大方,2
pos,446,d,简约,3
pos,446,ns,东西,4
pos,446,n,质量,5
pos,446,v,值得,6
pos,446,v,拥有,7
pos,448,n,信赖,0
pos,448,n,品牌,1
pos,448,n,价格,2
pos,448,a,合适,3
pos,448,v,订,4
pos,448,m,两台,5
pos,448,n,实体,6
pos,448,n,店里,7
pos,448,n,产品,8
pos,448,l,一模一样,9
pos,448,n,价格比,10
pos,448,n,实体,11
pos,448,n,店里,12
pos,448,a,便宜,13
pos,448,m,好多,14
pos,448,v,满意,15
pos,448,n,购物,16
pos,448,v,推荐,17
pos,448,n,朋友,18
pos,449,ns,东西,0
pos,449,v,安装,1
pos,449,n,人员,2
pos,449,a,不错,3
pos,449,v,满意,4
pos,449,n,网购,5
pos,450,v,帮,0
pos,450,n,功率,1
pos,450,v,还好,2
pos,450,n,农村,3
pos,450,l,送货上门,4
pos,450,v,安装,5
pos,450,v,好评,6
pos,451,a,不错,0
pos,451,n,信赖,1
pos,451,n,品牌,2
pos,451,i,一如既往,3
pos,452,v,安装,0
pos,452,nr,师傅,1
pos,452,n,力,2
pos,452,n,有效率,3
pos,452,v,喜欢,4
pos,452,m,款,5
pos,453,n,样式,0
pos,453,a,不错,1
pos,453,v,安装,2
pos,453,n,力,3
pos,453,n,品牌,4
pos,453,v,值得,5
pos,453,n,信赖,6
pos,453,t,后期,7
pos,453,v,做,8
pos,453,n,评价,9
pos,454,v,满意,0
pos,454,l,物美价廉,1
pos,454,n,水量,2
pos,454,v,送货,3
pos,454,n,速度,4
pos,454,v,超快,5
pos,457,n,外观,0
pos,457,a,漂亮,1
pos,457,n,品牌,2
pos,457,v,放心,3
pos,457,v,值得,4
pos,457,n,信赖,5
pos,459,v,送货,0
pos,459,v,安装,1
pos,459,vn,服务,2
pos,459,v,满意,3
pos,459,q,天,4
pos,459,a,冷,5
pos,459,n,孩子,6
pos,459,v,洗,7
pos,459,n,热水澡,8
pos,461,n,爸妈,0
pos,461,v,换,1
pos,461,a,新,2
pos,461,a,不错,3
pos,461,n,水热,4
pos,461,d,很快,5
pos,461,v,安装,6
pos,461,nr,师傅,7
pos,461,n,力,8
pos,462,a,不错,0
pos,462,n,安装费,1
pos,462,v,花,2
pos,462,n,块钱,3
pos,462,n,品牌,4
pos,462,v,值得,5
pos,462,n,信赖,6
pos,463,n,发货,0
pos,463,d,很快,1
pos,463,n,过程,2
pos,463,f,中,3
pos,463,d,暂时,4
pos,464,t,昨天,0
pos,464,l,送货到,1
pos,464,m,家,2
pos,464,ns,四楼,3
pos,464,n,箱子,4
pos,464,n,感觉,5
pos,464,nr,陈旧,6
pos,464,v,放,7
pos,464,m,好久,8
pos,464,n,样子,9
pos,464,v,想,10
pos,464,v,快递,11
pos,464,n,小哥,12
pos,464,v,走,13
pos,464,v,想想,14
pos,464,b,总,15
pos,464,n,滋味,16
pos,464,v,打开,17
pos,464,v,发现,18
pos,464,n,泡沫,19
pos,464,a,碎,20
pos,464,v,掉,21
pos,464,v,还好,22
pos,464,n,机器,23
pos,464,v,损伤,24
pos,464,v,安装,25
pos,466,d,太,0
pos,466,n,尺寸,1
pos,466,a,合适,2
pos,466,v,给退,3
pos,466,v,退,4
pos,466,q,件,5
pos,466,n,人员,6
pos,466,ns,上门,7
pos,466,v,取,8
pos,466,q,件,9
pos,466,vn,服务,10
pos,466,v,超好,11
pos,466,a,新,12
pos,466,i,前前后后,13
pos,466,v,跑,14
pos,466,m,好几趟,15
pos,466,n,楼,16
pos,466,l,上上下下,17
pos,466,n,怨言,18
pos,466,n,狂点,19
pos,466,v,赞,20
pos,468,n,父母,0
pos,468,r,这款,1
pos,468,a,不错,2
pos,468,n,新家,3
pos,468,v,好评,4
pos,469,n,品质,0
pos,469,d,太,1
pos,469,v,安装,2
pos,469,vn,服务,3
pos,469,v,到位,4
pos,469,v,赞,5
pos,473,n,信赖,0
pos,473,n,信赖,1
pos,473,i,一如既往,2
pos,473,n,地好,3
pos,474,v,安装,0
pos,474,v,快递,1
pos,474,n,小哥,2
pos,474,v,安装,3
pos,474,nr,师傅,4
pos,474,n,服务态度,5
pos,474,v,满意,6
pos,475,a,不错,0
pos,475,n,价格,1
pos,475,v,保护,2
pos,475,v,贴心,3
pos,475,n,品牌,4
pos,475,v,值得,5
pos,475,nr,信奈,6
pos,480,n,经济,0
pos,480,vn,实惠,1
pos,480,v,放心,2
pos,480,v,安装,3
pos,480,nr,师傅,4
pos,480,n,细心,5
pos,480,v,赞赞,6
pos,480,v,赞,7
pos,483,vn,服务,0
pos,483,n,发货,1
pos,483,v,安装,2
pos,483,n,效率,3
pos,483,v,满意,4
pos,483,v,好评,5
pos,484,n,物流,0
pos,484,vn,服务,1
pos,484,v,值得,2
pos,484,n,信赖,3
pos,484,n,品牌,4
pos,484,v,值得,5
pos,484,n,信赖,6
pos,485,s,家里,0
pos,485,v,值得,1
pos,485,n,信赖,2
pos,487,n,商品,0
pos,487,v,超好,1
pos,487,v,安装,2
pos,487,nr,师傅,3
pos,487,n,服务态度,4
pos,488,v,快递,0
pos,488,d,很快,1
pos,488,n,爸妈,2
pos,488,v,喜欢,3
pos,489,n,品牌,0
pos,489,v,值得,1
pos,489,n,信赖,2
pos,489,n,物流,3
pos,489,vn,服务,4
pos,489,j,家电,5
pos,489,n,正品,6
pos,491,n,物流,0
pos,491,n,价格,1
pos,491,vn,实惠,2
pos,491,v,购买,3
pos,491,v,支持,4
pos,492,v,预想,0
pos,492,v,送货,1
pos,492,nr,师傅,2
pos,492,v,帮,3
pos,492,v,送到,4
pos,492,q,家,5
pos,492,a,辛苦,6
pos,492,v,安装,7
pos,492,nr,师傅,8
pos,492,n,用心,9
pos,492,v,安装,10
pos,492,v,帮,11
pos,492,v,试,12
pos,492,n,水温,13
pos,492,a,妥当,14
pos,492,t,后才,15
pos,492,v,离开,16
pos,492,n,白菜价,17
pos,492,v,买到,18
pos,492,n,品牌,19
pos,492,v,实在,20
pos,492,i,物超所值,21
pos,492,m,一系列,22
pos,492,vn,服务,23
pos,492,m,点,24
pos,492,nz,大大的,25
pos,492,v,赞,26
pos,494,a,不错,0
pos,494,v,满意,1
pos,494,v,满意,2
pos,494,v,满意,3
pos,494,n,性价比,4
pos,494,a,高,5
pos,494,n,材料,6
pos,494,v,安装,7
pos,503,v,安装,0
pos,503,nr,师傅,1
pos,503,a,不错,2
pos,503,v,好评,3
pos,503,n,价格公道,4
pos,503,v,安装,5
pos,503,nr,师傅,6
pos,503,a,不错,7
pos,503,v,好评,8
